		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111000010   28   23   15   11   30   16   23   16 19.369053 0.013006 SUCCESS 119
111000100   15   25   21   27   22   29   24   20  6.500828 0.591316 SUCCESS 120
111000110   22   28   22   28   26   27   19   34  7.122427 0.523483 SUCCESS 121
111001000   22   23   31   23   22   23   18   17  6.635872 0.576379 SUCCESS 122
111001010   17   41   29   23   23   34   16   29 22.849743 0.003563 FAILURE 123
111001100   22   26   22   28   24   23   32   23  3.766189 0.877579 SUCCESS 124
111010000   32   16   27   19   26   25   26   25  7.205836 0.514596 SUCCESS 125
111010010   29   25   25   27   26   30   22   31  4.742609 0.784699 SUCCESS 126
111010100   24   20   29   23   24   16   19   26  6.144683 0.631029 SUCCESS 127
111010110   22   27   26   24   23   17   31   27  5.180840 0.738084 SUCCESS 128
111011000   21   24   22   29   26   17   28   22  4.857794 0.772662 SUCCESS 129
111011010   30   25   34   23   28   29   31   14 13.207345 0.104912 SUCCESS 130
111011100   22   28   22   38   21   22   21   35 14.858985 0.061946 SUCCESS 131
111100000   23   27   12   20   20   25   26   26  8.754207 0.363453 SUCCESS 132
111100010   26   22   20   27   26   25   22   21  2.315792 0.969768 SUCCESS 133
111100100   30   22   26   29   32   28   25   16  8.580106 0.378945 SUCCESS 134
111100110   26   23   19   31   19   24   26   25  4.638017 0.795471 SUCCESS 135
111101000   39   23   23   29   31   24   29   26 12.954469 0.113426 SUCCESS 136
111101010   22   19   28   26   26   18   21   31  6.315473 0.611940 SUCCESS 137
111101100   21   20   18   24   25   20   25   19  5.135163 0.743037 SUCCESS 138
111101110   22   21   21   26   23   23   23   28  2.129113 0.976796 SUCCESS 139
111110000   19   28   22   18   24   24   23   18  5.593253 0.692688 SUCCESS 140
111110010   33   14   23   34   23   26   18   22 13.873959 0.085110 SUCCESS 141
111110100   26   18   32   24   33   26   24   33 10.682554 0.220343 SUCCESS 142
111110110   21   19   22   19   23   27   26   17  5.999709 0.647264 SUCCESS 143
111111000   25   21   19   22   28   24   24   27  2.832798 0.944408 SUCCESS 144
111111010   26   26   33   23   32   30   23   27  7.581841 0.475344 SUCCESS 145
111111100   25   22   19   24   30   23   28   27  3.748978 0.879032 SUCCESS 146
111111110   19   25   20   23   26   23   24   27  2.637514 0.955010 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   27   22   26   28   33   17   23   32  9.173240 0.327893 SUCCESS   0
000000011   24   34   28   18   29   26   21   29  8.588712 0.378170 SUCCESS   1
000000101   26   23   28   34   23   27   34   18 10.656737 0.221918 SUCCESS   2
000000111   24   31   22   21   26   31   24   33  7.682462 0.465086 SUCCESS   3
000001001   26   26   26   27   29   26   25   19  2.868545 0.942334 SUCCESS   4
000001011   25   22   28   33   22   21   33   17 10.129801 0.256034 SUCCESS   5
000001101   26   18   36   23   24   17   23   20 10.856655 0.209954 SUCCESS   6
000001111   24   31   25   21   20   32   26   28  6.283698 0.615486 SUCCESS   7
000010001   23   26   38   24   39   21   26   26 17.775668 0.022973 SUCCESS   8
000010011   31   26   23   31   34   22   24   19  9.275185 0.319616 SUCCESS   9
000010101   26   30   25   27   27   17   17   28  7.214442 0.513683 SUCCESS  10
000010111   17   19   29   32   21   24   20   22  8.458302 0.390028 SUCCESS  11
000011001   19   22   30   19   36   26   29   15 14.492910 0.069789 SUCCESS  12
000011011   25   23   27   23   30   25   22   22  2.299904 0.970410 SUCCESS  13
000011101   24   26   23   27   21   23   27   29  2.240988 0.972718 SUCCESS  14
000011111   27   34   20   24   27   26   26   23  5.605831 0.691289 SUCCESS  15
000100011   28   28   29   27   34   23   22   21  7.004594 0.536137 SUCCESS  16
000100101   21   22   18   22   18   18   20   22  7.243569 0.510596 SUCCESS  17
000100111   34   26   20   29   29   17   31   21 11.282970 0.186175 SUCCESS  18
000101001   25   22   25   20   17   38   23   18 13.068329 0.109520 SUCCESS  19
000101011   23   26   25   22   31   20   25   30  4.461268 0.813295 SUCCESS  20
000101101   33   27   24   22   22   23   25   19  5.248362 0.730731 SUCCESS  21
000101111   22   16   30   40   27   22   17   23 17.806119 0.022728 SUCCESS  22
000110011   15   18   29   18   37   29   25   19 16.983278 0.030284 SUCCESS  23
000110101   22   27   22   26   29   28   31   26  4.284519 0.830584 SUCCESS  24
000110111   30   18   28   20   26   28   32   25  7.554700 0.478130 SUCCESS  25
000111001   23   23   27   29   25   23   22   23  1.774292 0.987167 SUCCESS  26
000111011   24   23   19   24   18   27   14   27  8.219989 0.412281 SUCCESS  27
000111101   28   23   16   20   19   25   20   32  8.958097 0.345843 SUCCESS  28
000111111   21   28   15   22   27   31   27   20  8.264342 0.408084 SUCCESS  29
001000011   27   32   25   17   22   34   28   31 11.614622 0.169244 SUCCESS  30
001000101   28   26   27   30   34   26   21   25  6.793423 0.559076 SUCCESS  31
001000111   31   26   17   28   25   15   27   17 11.186983 0.191328 SUCCESS  32
001001011   17   26   20   17   19   28   21   28  8.389456 0.396380 SUCCESS  33
001001101   23   31   21   24   24   24   26   29  3.444467 0.903457 SUCCESS  34
001001111   29   25   25   27   22   16   27   23  4.816089 0.777040 SUCCESS  35
001010011   24   25   24   28   20   32   24   23  3.935656 0.862882 SUCCESS  36
001010101   29   26   20   25   27   24   29   17  5.350307 0.719562 SUCCESS  37
001010111   19   26   21   32   27   23   24   26  4.765779 0.782292 SUCCESS  38
001011011   24   36   24   22   22   28   26   24  6.868227 0.550915 SUCCESS  39
001011101   23   22   22   18   18   24   19   18  7.015186 0.534995 SUCCESS  40
001011111   27   18   37   29   25   28   23   24 10.300592 0.244559 SUCCESS  41
001100101   27   29   29   20   33   31   24   30  9.217593 0.324274 SUCCESS  42
001100111   16   19   25   17   28   23   30   28  9.068647 0.336538 SUCCESS  43
001101011   24   17   21   36   21   23   24   21  9.585654 0.295319 SUCCESS  44
001101101   17   27   16   22   20   33   16   15 16.522540 0.035483 SUCCESS  45
001101111   27   27   23   13   22   26   29   29  8.307371 0.404036 SUCCESS  46
001110101   31   23   22   27   22   21   29   23  4.172645 0.841220 SUCCESS  47
001110111   15   16   19   30   24   21   14   26 14.480332 0.070073 SUCCESS  48
001111011   23   19   26   15   23   22   31   32  9.789543 0.280109 SUCCESS  49
001111101   22   25   24   31   29   23   29   25  4.004502 0.856717 SUCCESS  50
001111111   24   28   14   24   27   27   28   26  6.375714 0.605224 SUCCESS  51
010000011   21   23   33   27   19   21   18   25  7.467318 0.487151 SUCCESS  52
010000111   23   32   24   25   22   22   20   30  5.189446 0.737149 SUCCESS  53
010001011   35   27   28   24   30   17   25   22  9.512174 0.300946 SUCCESS  54
010001111   24   29   20   32   17   18   32   25 10.688512 0.219981 SUCCESS  55
010010011   30   25   23   19   20   26   25   26  3.714555 0.881916 SUCCESS  56
010010111   20   27   23   14   25   23   25   30  7.213118 0.513823 SUCCESS  57
010011011   23   29   22   22   22   28   22   35  7.266076 0.508216 SUCCESS  58
010011111   26   15   23   28   22   17   26   28  7.704307 0.462874 SUCCESS  59
010100011   29   22   26   32   13   21   28   22 10.484622 0.232644 SUCCESS  60
010100111   18   18   23   27   26   27   25   24  4.256054 0.833314 SUCCESS  61
010101011   28   23   19   20   30   22   25   25  4.290477 0.830011 SUCCESS  62
010101111   21   27   20   25   35   21   24   24  6.875508 0.550122 SUCCESS  63
010110011   27   21   25   26   21   21   29   17  5.094783 0.747399 SUCCESS  64
010110111   22   17   14   28   21   29   26   22  9.432074 0.307167 SUCCESS  65
010111011   16   26   16   28   19   27   18   18 11.625213 0.168726 SUCCESS  66
010111111   24   30   30   29   25   24   18   20  6.138725 0.631696 SUCCESS  67
011000111   28   23   17   27   24   30   24   29  5.478069 0.705469 SUCCESS  68
011001111   25   24   28   22   27   21   24   24  1.604825 0.990827 SUCCESS  69
011010111   28   16   33   33   21   22   27   22 11.070474 0.197738 SUCCESS  70
011011111   21   24   17   18   23   26   25   23  4.839259 0.774610 SUCCESS  71
011101111   16   25   18   30   21   23   19   22  8.118044 0.422025 SUCCESS  72
011111111   22   29   21   30   25   27   29   20  4.978274 0.759896 SUCCESS  73
100000000   27   22   26   28   33   17   23   32  9.173240 0.327893 SUCCESS  74
100010000   31   28   26   26   18   32   24   26  6.911255 0.546237 SUCCESS  75
100100000   22   25   38   19   27   26   18   27 11.748342 0.162790 SUCCESS  76
100101000   22   16   23   27   14   12   31   22 16.785346 0.032424 SUCCESS  77
100110000   29   30   33   27   29   21   28   36 13.286121 0.102377 SUCCESS  78
100111000   23   21   17   21   21   31   38   16 16.542399 0.035243 SUCCESS  79
101000000   28   26   23   34   36   23   32   23 12.963075 0.113126 SUCCESS  80
101000100   34   26   29   22   14   21   26   29 11.231335 0.188933 SUCCESS  81
101001000   27   25   29   21   19   24   24   25  2.951954 0.937336 SUCCESS  82
101001100   26   38   29   24   22   24   23   30 10.513087 0.230843 SUCCESS  83
101010000   22   31   19   26   32   29   27   33 10.199971 0.251270 SUCCESS  84
101010100   23   33   15   23   23   24   32   18 11.314745 0.184495 SUCCESS  85
101011000   23   28   23   27   26   25   24   26  1.241398 0.996216 SUCCESS  86
101011100   28   26   23   24   19   26   25   22  2.350214 0.968350 SUCCESS  87
101100000   23   27   31   16   28   28   28   20  7.672532 0.466094 SUCCESS  88
101100100   17   20   30   23   27   24   24   27  5.137811 0.742750 SUCCESS  89
101101000   25   24   28   17   28   26   23   23  3.714555 0.881916 SUCCESS  90
101101100   29   30   21   21   22   31   21   24  5.791185 0.670609 SUCCESS  91
101110000   23   24   29   32   19   22   23   24  5.002768 0.757280 SUCCESS  92
101110100   24   19   31   28   22   20   24   33  7.841999 0.449055 SUCCESS  93
101111000   29   30   22   31   34   18   17   27 12.562577 0.127813 SUCCESS  94
101111100   25   17   23   26   28   25   34   14 11.577551 0.171071 SUCCESS  95
110000000   28   28   26   26   19   22   24   28  3.351128 0.910432 SUCCESS  96
110000010   30   25   34   21   30   21   30   21  9.377130 0.311487 SUCCESS  97
110000100   27   21   30   20   26   20   19   26  5.196728 0.736358 SUCCESS  98
110001000   26   30   20   31   25   33   18   21  9.477751 0.303608 SUCCESS  99
110001010   24   35   24   24   27   33   33   29 12.234897 0.141027 SUCCESS 100
110010000   19   31   30   22   26   26   16   30  9.189128 0.326594 SUCCESS 101
110010010   18   18   23   15   23   24   28   31  9.779614 0.280836 SUCCESS 102
110010100   26   23   27   26   21   19   30   20  4.459944 0.813427 SUCCESS 103
110011000   23   24   28   25   35   27   31   27  7.836041 0.449648 SUCCESS 104
110011010   25   24   25   28   20   24   21   18  3.637103 0.888293 SUCCESS 105
110100000   28   25   32   28   35   27   20   15 13.172922 0.106037 SUCCESS 106
110100010   32   27   20   19   22   19   24   26  6.382995 0.604413 SUCCESS 107
110100100   31   27   27   20   14   22   25   30  9.408905 0.308983 SUCCESS 108
110101000   37   25   23   26   24   26   23   33 10.267493 0.246751 SUCCESS 109
110101010   22   30   14   18   26   22   28   26  8.899181 0.350872 SUCCESS 110
110101100   22   27   21   34   21   25   24   15  9.179198 0.327405 SUCCESS 111
110110000   25   27   31   17   27   27   24   27  5.334419 0.721308 SUCCESS 112
110110010   20   25   23   27   18   18   24   22  4.923992 0.765668 SUCCESS 113
110110100   19   24   24   18   20   29   12   23 11.294885 0.185544 SUCCESS 114
110111000   22   19   18   35   23   28   16   18 13.329811 0.100994 SUCCESS 115
110111010   21   14   19   29   23   24   30   36 14.323443 0.073715 SUCCESS 116
110111100   19   26   23   21   30   21   20   29  5.450928 0.708471 SUCCESS 117
111000000   22   27   34   22   22   21   31   23  7.342204 0.500201 SUCCESS 118
111000010   25   20   20   18   18   18   22   22  7.345514 0.499854 SUCCESS 119
111000100   19   34   23   29   27   29   20   23  8.206750 0.413539 SUCCESS 120
111000110   22   26   22   32   28   24   31   25  5.462181 0.707226 SUCCESS 121
111001000   27   29   22   29   20   23   24   26  3.342522 0.911062 SUCCESS 122
111001010   20   21   25   34   22   18   30   19  9.772332 0.281370 SUCCESS 123
111001100   18   26   18   22   26   29   27   44 21.392063 0.006176 FAILURE 124
111010000   20   29   25   30   36   31   15   18 16.086957 0.041152 SUCCESS 125
111010010   26   30   23   22   18   26   22   36  9.553879 0.297743 SUCCESS 126
111010100   24   18   25   21   23   23   18   31  5.992427 0.648080 SUCCESS 127
111010110   27   14   20   24   23   32   27   15 12.254094 0.140222 SUCCESS 128
111011000   22   22   26   18   25   26   30   19  5.018655 0.755580 SUCCESS 129
111011010   22   18   27   27   18   22   11   29 13.032582 0.110733 SUCCESS 130
111011100   25   19   27   32   26   32   12   22 13.298036 0.101998 SUCCESS 131
111100000   29   20   27   20   27   17   28   20  6.798057 0.558569 SUCCESS 132
111100010   20   25   27   34   26   27   25   28  5.987793 0.648599 SUCCESS 133
111100100   25   26   16   26   20   21   27   30  6.146007 0.630881 SUCCESS 134
111100110   24   31   17   18   24   26   19   35 12.018429 0.150383 SUCCESS 135
111101000   29   27   26   20   32   21   20   19  7.103891 0.525466 SUCCESS 136
111101010   22   23   19   25   28   16   19   28  6.898678 0.547603 SUCCESS 137
111101100   24   22   30   16   23   22   28   24  5.450928 0.708471 SUCCESS 138
111101110   21   24   26   34   21   26   24   20  5.934835 0.654531 SUCCESS 139
111110000   20   18   22   19   23   17   30   19  8.998478 0.342424 SUCCESS 140
111110010   34   27   17   37   25   28   30   19 16.368299 0.037402 SUCCESS 141
111110100   31   26   22   16   25   22   22   30  7.019158 0.534567 SUCCESS 142
111110110   15   22   24   25   20   25   20   25  5.677987 0.683251 SUCCESS 143
111111000   17   26   21   25   26   30   29   24  5.274179 0.727910 SUCCESS 144
111111010   22   26   21   16   24   17   21   29  7.542122 0.479423 SUCCESS 145
111111100   27   27   19   27   20   25   29   24  3.833711 0.871806 SUCCESS 146
111111110   22   29   21   30   25   27   29   20  4.978274 0.759896 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   25   20   17   16   24   15   25   25  9.921939 0.270548 SUCCESS   0
000000011   28   23   24   20   19   13   25   22  8.456978 0.390150 SUCCESS   1
000000101   30   28   21   23   25   30   30   23  5.207981 0.735133 SUCCESS   2
000000111   30   25   25   22   18   15   24   25  7.102567 0.525608 SUCCESS   3
000001001   24   24   31   25   21   28   28   22  3.707273 0.882522 SUCCESS   4
000001011   26   29   14   25   23   27   25   14 10.568032 0.227396 SUCCESS   5
000001101   29   32   21   21   32   26   23   20  7.783083 0.454941 SUCCESS   6
000001111   30   23   30   24   15   11   23   25 14.194357 0.076838 SUCCESS   7
000010001   22   30   30   24   19   22   17   22  6.950312 0.542003 SUCCESS   8
000010011   28   20   20   18   23   24   26   13  9.626034 0.292260 SUCCESS   9
000010101   21   23   33   17   14   24   29   31 13.356953 0.100144 SUCCESS  10
000010111   20   23   25   31   41   26   25   26 14.673630 0.065811 SUCCESS  11
000011001   34   18   22   23   19   18   24   26  9.051436 0.337975 SUCCESS  12
000011011   25   36   18   21   30   27   21   17 12.365969 0.135607 SUCCESS  13
000011101   24   12   26   31   30   32   24   26 12.367293 0.135553 SUCCESS  14
000011111   36   21   24   21   16   16   27   33 16.085633 0.041171 SUCCESS  15
000100011   22   27   24   30   23   30   19   13 10.017926 0.263770 SUCCESS  16
000100101   18   36   27   28   23   20   25   34 13.096795 0.108562 SUCCESS  17
000100111   34   24   25   20   23   29   20   23  6.629914 0.577036 SUCCESS  18
000101001   33   26   25   25   24   33   37   29 14.040116 0.080726 SUCCESS  19
000101011   17   28   27   23   17   24   24   23  5.653494 0.685981 SUCCESS  20
000101101   25   28   24   23   15   27   18   17  8.736996 0.364966 SUCCESS  21
000101111   13   30   33   33   35   25   26   22 18.232434 0.019550 SUCCESS  22
000110011   28   18   25   28   21   24   24   25  3.367015 0.909262 SUCCESS  23
000110101   32   25   24   28   37   22   27   25 10.293310 0.245040 SUCCESS  24
000110111   19   34   20   20   30   25   19   20 10.178788 0.252701 SUCCESS  25
000111001   28   23   25   28   28   26   25   20  2.690472 0.952257 SUCCESS  26
000111011   26   12   25   28   31   33   31   27 14.300274 0.074267 SUCCESS  27
000111101   19   23   23   20   20   23   35   26  7.992930 0.434161 SUCCESS  28
000111111   23   23   26   24   22   24   19   30  3.095604 0.928215 SUCCESS  29
001000011   28   26   21   22   29   24   28   37  9.572414 0.296328 SUCCESS  30
001000101   17   34   32   22   17   21   23   29 12.704902 0.122414 SUCCESS  31
001000111   17   26   18   33   24   28   14   13 17.938515 0.021692 SUCCESS  32
001001011   26   22   31   15   27   20   28   28  8.146510 0.419291 SUCCESS  33
001001101   21   21   27   30   26   23   19   19  5.255644 0.729936 SUCCESS  34
001001111   32   38   23   18   22   26   23   27 12.825383 0.118001 SUCCESS  35
001010011   28   24   24   30   17   30   20   31  8.206750 0.413539 SUCCESS  36
001010101   24   16   25   23   23   23   20   25  4.093869 0.848556 SUCCESS  37
001010111   25   25   25   29   16   20   20   16  8.558923 0.380858 SUCCESS  38
001011011   19   32   23   27   25   28   17   21  7.425614 0.491483 SUCCESS  39
001011101   21   19   21   15   27   30   29   31 10.315155 0.243599 SUCCESS  40
001011111   16   29   37   31   27   20   30   19 16.129986 0.040557 SUCCESS  41
001100101   33   23   22   32   16   18   21   16 14.109624 0.078952 SUCCESS  42
001100111   29   22   20   25   20   23   26   29  3.884022 0.867433 SUCCESS  43
001101011   24   17   28   23   37   23   26   24  9.884207 0.273247 SUCCESS  44
001101101   26   28   20   23   24   33   21   16  8.179609 0.416125 SUCCESS  45
001101111   25   18   21   20   36   12   29   26 16.279593 0.038549 SUCCESS  46
001110101   29   21   19   28   20   19   21   22  5.958004 0.651936 SUCCESS  47
001110111   27   17   18   30   31   31   20   21 10.671301 0.221028 SUCCESS  48
001111011   23   22   19   25   21   23   32   28  5.146417 0.741818 SUCCESS  49
001111101   25   21   23   20   24   15   28   19  6.940382 0.543078 SUCCESS  50
001111111   30   30   26   21   18   28   17   28  8.409316 0.394541 SUCCESS  51
010000011   19   24   34   28   32   12   26   25 14.781533 0.063535 SUCCESS  52
010000111   29   25   20   31   29   22   34   34 12.530802 0.129045 SUCCESS  53
010001011   19   32   37   23   27   24   23   22 11.113503 0.195351 SUCCESS  54
010001111   17   31   16   27   23   28   20   17 11.211476 0.190002 SUCCESS  55
010010011   19   29   33   18   25   21   22   27  8.035959 0.429965 SUCCESS  56
010010111   27   18   23   19   23   29   33   24  7.460037 0.487906 SUCCESS  57
010011011   21   25   23   30   31   21   26   19  5.595901 0.692393 SUCCESS  58
010011111   25   32   21   21   18   25   21   27  5.967934 0.650824 SUCCESS  59
010100011   30   22   23   30   30   23   22   26  4.749891 0.783943 SUCCESS  60
010100111   28   30   20   30   21   28   15   28  9.358595 0.312954 SUCCESS  61
010101011   26   20   18   24   25   31   20   25  5.366194 0.717815 SUCCESS  62
010101111   20   22   36   24   18   22   21   21  9.729303 0.284542 SUCCESS  63
010110011   21   27   20   23   22   21   26   30  3.849599 0.870432 SUCCESS  64
010110111   19   26   19   24   26   33   20   20  7.467318 0.487151 SUCCESS  65
010111011   29   22   27   21   19   21   28   24  4.197138 0.838913 SUCCESS  66
010111111   15   24   30   28   28   27   27   14 11.331956 0.183590 SUCCESS  67
011000111   25   24   25   20   22   27   25   32  3.850923 0.870317 SUCCESS  68
011001111   31   28   22   28   27   22   32   22  6.411461 0.601244 SUCCESS  69
011010111   26   19   25   15   35   31   20   19 13.763408 0.088144 SUCCESS  70
011011111   21   21   20   20   26   21   26   23  3.407396 0.906257 SUCCESS  71
011101111   31   22   16   27   26   37   26   27 12.597000 0.126488 SUCCESS  72
011111111   25   30   20   24   22   26   26   29  3.529200 0.896912 SUCCESS  73
100000000   25   20   17   16   24   15   25   25  9.921939 0.270548 SUCCESS  74
100010000   19   28   22   24   22   20   28   25  3.662920 0.886184 SUCCESS  75
100100000   22   30   30   25   23   20   24   24  3.833711 0.871806 SUCCESS  76
100101000   37   20   26   31   25   27   26   30 11.242589 0.188329 SUCCESS  77
100110000   24   21   23   25   24   21   29   23  2.070197 0.978784 SUCCESS  78
100111000   17   24   30   18   23   25   25   30  6.832480 0.554810 SUCCESS  79
101000000   30   28   21   31   23   19   23   16  8.603276 0.376860 SUCCESS  80
101000100   27   28   18   25   21   25   27   22  3.621216 0.889581 SUCCESS  81
101001000   15   37   27   27   24   35   27   30 17.428128 0.025947 SUCCESS  82
101001100   26   15   16   28   22   26   20   26  8.669474 0.370941 SUCCESS  83
101010000   26   30   21   25   22   22   26   25  2.554104 0.959160 SUCCESS  84
101010100   26   24   31   26   22   24   23   20  3.223366 0.919568 SUCCESS  85
101011000   21   24   20   21   26   24   20   24  2.746740 0.949232 SUCCESS  86
101011100   27   23   34   24   23   23   23   24  4.537396 0.805680 SUCCESS  87
101100000   31   20   21   16   18   26   26   24  8.102157 0.423555 SUCCESS  88
101100100   24   28   21   19   23   27   28   26  3.308099 0.913562 SUCCESS  89
101101000   20   26   28   32   24   22   28   17  7.044975 0.531788 SUCCESS  90
101101100   30   25   15   26   21   24   22   28  6.484940 0.593079 SUCCESS  91
101110000   33   24   29   19   23   28   18   20  8.459626 0.389907 SUCCESS  92
101110100   17   20   17   15   29   30    9   27 21.758800 0.005383 FAILURE  93
101111000   26   23   25   26   23   23   31   22  2.571316 0.958322 SUCCESS  94
101111100   24   21   35   23   21   18   21   21  8.543035 0.382297 SUCCESS  95
110000000   20   26   24   17   23   20   28   28  5.255644 0.729936 SUCCESS  96
110000010   24   27   28   24   15   28   25   16  8.145186 0.419418 SUCCESS  97
110000100   30   30   23   19   26   20   18   24  6.645801 0.575285 SUCCESS  98
110001000   21   29   24   25   31   21   29   17  6.960242 0.540928 SUCCESS  99
110001010   26   30   20   27   22   17   28   27  5.943441 0.653567 SUCCESS 100
110010000   33   17   27   25   29   18   26   30  9.825290 0.277503 SUCCESS 101
110010010   25   20   26   22   20   24   29   21  3.400114 0.906802 SUCCESS 102
110010100   30   18   21   25   20   26   24   22  4.747243 0.784218 SUCCESS 103
110011000   22   22   23   29   34   26   29   21  6.868227 0.550915 SUCCESS 104
110011010   21   19   24   22   22   26   30   32  6.104302 0.635550 SUCCESS 105
110100000   22   23   29   25   29   27   22   19  3.901233 0.865923 SUCCESS 106
110100010   22   34   24   21   20   22   23   17  8.110763 0.422726 SUCCESS 107
110100100   14   43   21   27   24   38   17   35 34.942128 0.000027 FAILURE 108
110101000   19   29   17   22   35   24   27   25  9.765050 0.281905 SUCCESS 109
110101010   28   28   24   27   24   32   24   20  4.673764 0.791807 SUCCESS 110
110101100   21   27   22   17   26   18   24   29  6.085766 0.637625 SUCCESS 111
110110000   38   19   20   18   22   30   36   27 19.188995 0.013881 SUCCESS 112
110110010   19   19   19   28   23   27   20   28  5.992427 0.648080 SUCCESS 113
110110100   19   27   26   28   24   33   28   22  6.114232 0.634438 SUCCESS 114
110111000   21   23   23   23   22   24   20   22  2.051662 0.979387 SUCCESS 115
110111010   10   23   24   21   28   27   13   28 16.252452 0.038906 SUCCESS 116
110111100   26   19   25   23   29   21   31   26  4.782990 0.780499 SUCCESS 117
111000000   25   35   39   20   24   23   26   25 14.843097 0.062269 SUCCESS 118
111000010   30   28   31   14   18   29   18   20 13.491996 0.096006 SUCCESS 119
111000100   26   25   28   28   31   26   28   25  3.743020 0.879533 SUCCESS 120
111000110   21   23   19   23   21   18   15   24  7.862520 0.447014 SUCCESS 121
111001000   29   24   29   23   27   18   20   25  4.739962 0.784973 SUCCESS 122
111001010   30   23   24   31   33   27   17   20  9.825290 0.277503 SUCCESS 123
111001100   27   21   23   28   27   23   28   23  2.410455 0.965776 SUCCESS 124
111010000   17   20   26   23   31   22   13   18 12.659226 0.124125 SUCCESS 125
111010010   22   26   20   22   23   38   19   31 12.417603 0.133521 SUCCESS 126
111010100   21   27   26   26   33   24   32   26  6.691478 0.570256 SUCCESS 127
111010110   20   32    8   16   28   23   24   30 19.617296 0.011885 SUCCESS 128
111011000   33   20   18   24   19   22   29   26  8.179609 0.416125 SUCCESS 129
111011010   24   22   25   21   28   29   25   23  2.299904 0.970410 SUCCESS 130
111011100   23   19   30   24   24   13   24   19  9.406257 0.309191 SUCCESS 131
111100000   30   26   28   23   25   20   23   29  3.885346 0.867317 SUCCESS 132
111100010   25   30   24   30   29   19   32   21  7.749984 0.458266 SUCCESS 133
111100100   31   22   30   31   25   17   19   23  8.917716 0.349285 SUCCESS 134
111100110   19   23   26   27   18   23   28   30  5.409223 0.713075 SUCCESS 135
111101000   27   25   28   26   19   22   25   16  5.442322 0.709422 SUCCESS 136
111101010   19   30   26   22   27   25   30   19  5.782580 0.671571 SUCCESS 137
111101100   27   15   19   30   19   23   31   23  9.839854 0.276447 SUCCESS 138
111101110   16   15   28   22   21   22   26   32 10.813626 0.212485 SUCCESS 139
111110000   23   22   27   15   20   21   20   23  6.567026 0.583983 SUCCESS 140
111110010   28   33   29   30   18   21   20   14 13.535025 0.094719 SUCCESS 141
111110100   21   23   28   30   25   25   23   13  8.069058 0.426754 SUCCESS 142
111110110   24   18   24   24   27   25   30   18  5.120600 0.744612 SUCCESS 143
111111000   21   23   27   21   28   22   23   22  2.468047 0.963204 SUCCESS 144
111111010   25   28   25   27   23   26   28   29  2.505118 0.961492 SUCCESS 145
111111100   26   29   23   26   29   31   15   18  9.417511 0.308308 SUCCESS 146
111111110   25   30   20   24   22   26   26   29  3.529200 0.896912 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   26   20   22   17   23   22   23   24  3.907191 0.865398 SUCCESS   0
000000011   20   19   30   26   16   21   23   26  7.161484 0.519314 SUCCESS   1
000000101   25   21   24   23   20   28   16   21  5.440998 0.709568 SUCCESS   2
000000111   28   15   19   30   23   19   21   26  8.771419 0.361944 SUCCESS   3
000001001   21   21   16   25   24   26   37   17 13.144457 0.106975 SUCCESS   4
000001011   27   23   26   29   19   25   22   18  4.603594 0.798982 SUCCESS   5
000001101   23   18   16   29   23   17   23   24  8.194172 0.414736 SUCCESS   6
000001111   28   23   19   32   23   22   28   25  5.206657 0.735277 SUCCESS   7
000010001   17   16   30   26   28   28   19   27  9.365876 0.312377 SUCCESS   8
000010011   23   17   17   24   18   35   33   20 15.178059 0.055774 SUCCESS   9
000010101   23   18   32   28   23   22   21   29  6.527969 0.588307 SUCCESS  10
000010111   22   18   24   26   18   33   27   22  7.493136 0.484477 SUCCESS  11
000011001   28   24   31   14   21   23   33   29 11.587481 0.170580 SUCCESS  12
