		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
110111010   26   25   23   21   18   26   23   25  2.637514 0.955010 SUCCESS 116
110111100   33   30   21   36   22   22   32   13 19.095655 0.014356 SUCCESS 117
111000000   27   21   26   24   23   31   22   21  3.553694 0.894983 SUCCESS 118
111000010   29   22   30   29   32   27   27   30  7.718209 0.461469 SUCCESS 119
111000100   25   30   16   23   26   18   18   24  8.000212 0.433449 SUCCESS 120
111000110   33   13   29   33   21   32   22   23 15.934702 0.043324 SUCCESS 121
111001000   28   27   12   26   21   25   23   21  8.534430 0.383078 SUCCESS 122
111001010   29   32   19   29   22   24   25   29  6.639844 0.575941 SUCCESS 123
111001100   21   28   22   27   25   27   32   25  4.334830 0.825721 SUCCESS 124
111010000   16   24   20   18   23   25   25   16  8.650938 0.372592 SUCCESS 125
111010010   26   28   24   30   22   13   22   31  9.832572 0.276974 SUCCESS 126
111010100   25   17   25   21   18   23   18   23  6.473687 0.594328 SUCCESS 127
111010110   22   27   18   23   28   23   26   28  3.638427 0.888185 SUCCESS 128
111011000   21   31   26   18   15   25   21   25  8.441091 0.391610 SUCCESS 129
111011010   21   23   27   13   25   19   28   33 11.297533 0.185404 SUCCESS 130
111011100   22   25   29   19   22   33   30   26  7.207160 0.514456 SUCCESS 131
111100000   29   27   21   23   21   30   18   16  8.297441 0.404968 SUCCESS 132
111100010   22   26   16   24   23   24   25   28  4.001854 0.856956 SUCCESS 133
111100100   24   23   15   27   22   24   23   19  5.686593 0.682291 SUCCESS 134
111100110   28   24   24   29   25   26   27   23  1.953689 0.982399 SUCCESS 135
111101000   26   23   21   16   33   31   27   25  8.952139 0.346350 SUCCESS 136
111101010   25   18   25   23   20   24   19   18  5.643564 0.687088 SUCCESS 137
111101100   23   24   27   20   25   33   21   34  8.740967 0.364617 SUCCESS 138
111101110   27   20   26   19   21   25   27   24  3.247859 0.917854 SUCCESS 139
111110000   23   15   24   28   29   17   27   23  7.967113 0.436689 SUCCESS 140
111110010   24   24   19   28   24   21   39   24 11.333280 0.183521 SUCCESS 141
111110100   24   19   20   16   19   22   20   28  7.896943 0.443601 SUCCESS 142
111110110   23   25   28   15   21   32   21   32 10.264845 0.246927 SUCCESS 143
111111000   20   23   27   30   29   19   20   17  7.789040 0.454344 SUCCESS 144
111111010   22   19   22   19   17   29   21   21  7.151554 0.520373 SUCCESS 145
111111100   22   20   31   25   24   13   26   23  8.627769 0.374663 SUCCESS 146
111111110   20   22   30   23   23   24   18   19  5.534337 0.699233 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   25   14   27   20   26   16   17   32 13.566800 0.093779 SUCCESS   0
000000011   23   17   25   22   27   21   25   28  4.001854 0.856956 SUCCESS   1
000000101   31   14   36   23   28   29   23   33 16.876699 0.031419 SUCCESS   2
000000111   18   24   31   20   23   24   39   27 13.816367 0.086679 SUCCESS   3
000001001   29   22   17   26   29   33   19   24  8.841588 0.355835 SUCCESS   4
000001011   21   22   29   21   28   18   19   26  5.746833 0.675566 SUCCESS   5
000001101   24   33   17   19   27   24   22   17  9.551231 0.297946 SUCCESS   6
000001111   22   20   27   16   31   22   40   31 18.587255 0.017230 SUCCESS   7
000010001   20   26   25   27   20   21   12   19 10.286690 0.245478 SUCCESS   8
000010011   19   21   12   23   27   28   24   26  9.271213 0.319936 SUCCESS   9
000010101   32   27   23   29   22   18   22   18  7.671208 0.466228 SUCCESS  10
000010111   23   31   31   20   24   21   13   24 10.602455 0.225258 SUCCESS  11
000011001   23   23   20   20   22   22   22   26  2.644795 0.954637 SUCCESS  12
000011011   29   30   11   19   24   21   23   25 11.660960 0.166984 SUCCESS  13
000011101   23   32   27   29   23   20   28   28  5.716382 0.678967 SUCCESS  14
000011111   18   22   23   29   26   26   29   23  4.155433 0.842834 SUCCESS  15
000100011   19   23   27   26   14   20   18   20  9.667739 0.289125 SUCCESS  16
000100101   28   13   15   16   33   23   25   15 19.759621 0.011285 SUCCESS  17
000100111   16   30   19   23   24   31   27   29  8.672122 0.370706 SUCCESS  18
000101001   16   18   31   24   12   31   28   26 15.593120 0.048588 SUCCESS  19
000101011   32   33   23   41   21   16   19   20 22.874236 0.003530 FAILURE  20
000101101   21   23   32   24   25   17   26   27  5.756763 0.674457 SUCCESS  21
000101111   22   32   32   21   21   24   19   24  7.366697 0.497634 SUCCESS  22
000110011   30   23   24   21   28   24   22   24  2.714965 0.950953 SUCCESS  23
000110101   23   30   30   27   20   26   25   29  4.869048 0.771476 SUCCESS  24
000110111   33   23   15   18   23   20   24   22  9.847136 0.275919 SUCCESS  25
000111001   28   32   17   15   13   19   23   29 16.778064 0.032505 SUCCESS  26
000111011   23   30   26   30   25   25   28   17  5.749481 0.675270 SUCCESS  27
000111101   35   16   25   22   30   30   31   21 13.003455 0.111731 SUCCESS  28
000111111   23   25   27   24   18   34   39   17 17.383776 0.026352 SUCCESS  29
001000011   21   22   21   28   24   28   32   35  9.537991 0.298960 SUCCESS  30
001000101   29   24   26   34   19   15   21   26 10.493228 0.232099 SUCCESS  31
001000111   29   24   20   26   21   28   21   23  3.443143 0.903557 SUCCESS  32
001001011   35   15   14   25   21   28   28   21 15.178059 0.055774 SUCCESS  33
001001101   21   26   18   19   24   26   26   29  4.688327 0.790309 SUCCESS  34
001001111   18   30   22   25   30   31   32   24  8.953463 0.346237 SUCCESS  35
001010011   17   26   21   25   23   18   24   33  7.890985 0.444191 SUCCESS  36
001010101   25   18   28   21   22   25   27   17  5.653494 0.685981 SUCCESS  37
001010111   30   33   15   30   29   17   20   15 17.313606 0.027004 SUCCESS  38
001011011   25   23   28   17   25   20   24   24  3.815176 0.873402 SUCCESS  39
001011101   30   24   25   30   31   29   20   31  8.090241 0.424705 SUCCESS  40
001011111   25   27   36   23   25   27   19   24  7.630827 0.470337 SUCCESS  41
001100101   28   26   27   26   22   25   26   16  4.409634 0.818404 SUCCESS  42
001100111   27   23   25   22   23   32   16   24  6.154612 0.629918 SUCCESS  43
001101011   15   14   26   27   21   24   28   32 12.212389 0.141976 SUCCESS  44
001101101   30   32   25   15   19   29   25   22  9.925911 0.270265 SUCCESS  45
001101111   30   20   21   13   30   20   20   28 11.660960 0.166984 SUCCESS  46
001110101   26   22   25   31   25   25   25   27  2.546822 0.959512 SUCCESS  47
001110111   29   30   27   25   23   30   25   22  4.199786 0.838663 SUCCESS  48
001111011   27   22   20   21   27   27   34   22  6.562392 0.584496 SUCCESS  49
001111101   10   21   18   29   25   21   20   21 13.717732 0.089426 SUCCESS  50
001111111   25   19   26   23   16   24   28   22  5.229827 0.732753 SUCCESS  51
010000011   27   37   17   24   22   22   31   18 13.408587 0.098543 SUCCESS  52
010000111   20   25   24   25   23   20   22   26  2.111902 0.977388 SUCCESS  53
010001011   21   26   33   31   22   23   22   27  6.435954 0.598520 SUCCESS  54
010001111   35   27   23   30   22   32   22   18 11.130715 0.194402 SUCCESS  55
010010011   26   28   35   23   38   35   32   22 20.794296 0.007714 FAILURE  56
010010111   30   22   20   27   13   32   26   23 10.823556 0.211899 SUCCESS  57
010011011   29   28   27   17   23   24   27   29  5.325814 0.722252 SUCCESS  58
010011111   22   29   30   28   25   27   28   30  5.200699 0.735926 SUCCESS  59
010100011   25   26   16   28   25   31   16   28  9.061366 0.337146 SUCCESS  60
010100111   23   27   22   35   19   21   15   34 14.747110 0.064253 SUCCESS  61
010101011   22   20   29   29   25   30   32   21  7.139638 0.521645 SUCCESS  62
010101111   28   27   29   37   26   24   23   23  8.742291 0.364500 SUCCESS  63
010110011   17   19   34   35   19   23   23   25 13.636970 0.091732 SUCCESS  64
010110111   20   23   34   15   20   33   19   19 14.974169 0.059650 SUCCESS  65
010111011   30   26   21   19   31   21   27   27  6.071203 0.639256 SUCCESS  66
010111111   24   19   35   23   25   29   21   24  7.494459 0.484340 SUCCESS  67
011000111   24   31   29   18   25   32   16   17 12.255418 0.140166 SUCCESS  68
011001111   24   23   17   24   24   27   21   20  4.017742 0.855519 SUCCESS  69
011010111   17   16   23   27   28   23   19   27  7.830745 0.450176 SUCCESS  70
011011111   25   23   26   14   31   22   17   25  9.212297 0.324705 SUCCESS  71
011101111   28   28   16   19   24   32   30   22  9.349989 0.313637 SUCCESS  72
011111111   28   26   33   28   20   23   24   24  5.258292 0.729646 SUCCESS  73
100000000   25   14   27   20   26   16   17   32 13.566800 0.093779 SUCCESS  74
100010000   27   27   18   23   27   18   35   27  9.460539 0.304946 SUCCESS  75
100100000   23   27   29   14   25   29   19   26  8.103481 0.423428 SUCCESS  76
100101000   27   24   18   29   35   24   19   20  9.747839 0.283172 SUCCESS  77
100110000   21   22   21   25   30   19   23   25  3.899909 0.866039 SUCCESS  78
100111000   17   25   23   22   26   27   30   30  5.715058 0.679115 SUCCESS  79
101000000   29   21   24   22   24   24   18   22  3.628497 0.888991 SUCCESS  80
101000100   26   17   21   28   26   21   31   18  7.645391 0.468853 SUCCESS  81
101001000   17   24   21   18   26   27   23   18  6.762310 0.562481 SUCCESS  82
101001100   20   32   20   25   22   27   27   19  6.154612 0.629918 SUCCESS  83
101010000   25   24   27   26   22   14   28   25  5.807073 0.668832 SUCCESS  84
101010100   27   31   25   22   22   22   24   25  2.901644 0.940377 SUCCESS  85
101011000   19   23   31   25   20   30   26   25  5.452252 0.708324 SUCCESS  86
101011100   28   23   12   26   34   16   17   19 17.701526 0.023579 SUCCESS  87
101100000   36   18   33   21   16   27   23   23 14.501516 0.069594 SUCCESS  88
101100100   28   14   18   34   30   29   24   27 13.290755 0.102230 SUCCESS  89
101101000   21   21   28   30   21   20   29   18  6.798057 0.558569 SUCCESS  90
101101100   30   32   31   27   29   20   26   29  8.633065 0.374189 SUCCESS  91
101110000   18   16   23   27   39   23   19   16 18.431028 0.018217 SUCCESS  92
101110100   25   26   16   21   26   25   27   19  5.247038 0.730876 SUCCESS  93
101111000   31   32   22   16   22   22   17   26 10.441594 0.235389 SUCCESS  94
101111100   27   27   29   27   29   22   19   20  4.952457 0.762645 SUCCESS  95
110000000   25   18   32   25   30   29   22   32  9.131536 0.331322 SUCCESS  96
110000010   20   30   26   25   21   17   27   27  5.654818 0.685834 SUCCESS  97
110000100   20   21   21   26   31   24   19   26  5.103388 0.746471 SUCCESS  98
110001000   30   24   21   23   24   19   26   28  3.807894 0.874027 SUCCESS  99
110001010   22   19   21   31   18   27   27   23  6.204923 0.624289 SUCCESS 100
110010000   21   27   22   22   21   31   27   27  4.172645 0.841220 SUCCESS 101
110010010   29   25   11   25   17   31   23   23 12.864440 0.116600 SUCCESS 102
110010100   29   32   16   26   35   26   21   27 12.088599 0.147294 SUCCESS 103
110011000   22   30   26   21   23   25   23   23  2.434948 0.964695 SUCCESS 104
110011010   20   19   28   26   17   20   23   26  6.042738 0.642444 SUCCESS 105
110100000   29   27   21   25   16   28   23   13 10.813626 0.212485 SUCCESS 106
110100010   18   28   26   26   21   22   29   17  6.450517 0.596901 SUCCESS 107
110100100   24   33   29   19   35   31   30   24 13.217275 0.104589 SUCCESS 108
110101000   23   20   20   23   23   17   24   27  4.500325 0.809401 SUCCESS 109
110101010   24   33   26   30   25   27   29   29  6.675590 0.572004 SUCCESS 110
110101100   16   24   33   23   23   23   23   28  7.010552 0.535495 SUCCESS 111
110110000   38   26   35   21   21   24   29   22 14.834491 0.062445 SUCCESS 112
110110010   33   21   25   29   35   26   32   27 12.141558 0.144999 SUCCESS 113
110110100   23   26   20   16   19   21   22   19  7.201864 0.515018 SUCCESS 114
110111000   30   20   23   22   33   29   23   26  6.698760 0.569455 SUCCESS 115
110111010   20   26   18   17   24   24   26   20  5.923581 0.655792 SUCCESS 116
110111100   22   19   18   17   30   38   25   28 15.264116 0.054209 SUCCESS 117
111000000   18   24   30   23   33   28   32   30 10.615032 0.224480 SUCCESS 118
111000010   17   21   30   24   28   30   12   20 13.355629 0.100185 SUCCESS 119
111000100   34   31   23   18   23   23   23   21  8.307371 0.404036 SUCCESS 120
111000110   44   27   23   22   31   27   25   24 19.046669 0.014612 SUCCESS 121
111001000   20   29   22   25   23   26   26   29  3.173055 0.923032 SUCCESS 122
111001010   17   28   19   38   33   20   19   29 18.027220 0.021023 SUCCESS 123
111001100   25   31   25   24   22   22   24   20  3.197549 0.921355 SUCCESS 124
111010000   24   32   18   26   22   27   20   22  5.891806 0.659350 SUCCESS 125
111010010   24   23   27   27   20   33   24   21  5.113318 0.745399 SUCCESS 126
111010100   17   19   17   31   18   20   16   28 13.811071 0.086825 SUCCESS 127
111010110   18   28   33   19   31   26   17   24 10.934107 0.205461 SUCCESS 128
111011000   24   24   27   22   22   22   27   23  1.400935 0.994233 SUCCESS 129
111011010   14   26   23   20   23   15   20   22 10.480650 0.232897 SUCCESS 130
111011100   29   19   28   27   31   25   20   19  6.884114 0.549186 SUCCESS 131
111100000   24   31   26   21   27   25   30   35  8.844236 0.355606 SUCCESS 132
111100010   33   35   17   24   22   21   22   25 11.214124 0.189859 SUCCESS 133
111100100   22   24   16   30   25   43   32   26 21.799843 0.005300 FAILURE 134
111100110   27   27   27   26   24   23   25   21  1.563120 0.991609 SUCCESS 135
111101000   29   26   30   20   18   26   27   19  6.519363 0.589261 SUCCESS 136
111101010   16   26   17   28   20   23   21   26  7.465994 0.487288 SUCCESS 137
111101100   28   17   23   20   23   29   22   26  5.103388 0.746471 SUCCESS 138
111101110   23   18   20   20   32   26   25   14 10.609736 0.224807 SUCCESS 139
111110000   23   23   30   24   19   25   24   26  2.867221 0.942412 SUCCESS 140
111110010   21   22   29   27   29   28   25   21  3.868134 0.868820 SUCCESS 141
111110100   18   23   24   27   14   29   27   19  9.110352 0.333073 SUCCESS 142
111110110   20   26   28   24   29   24   22   33  5.766692 0.673347 SUCCESS 143
111111000   29   18   28   20   21   26   35   25  9.375806 0.311592 SUCCESS 144
111111010   25   24   27   22   26   31   20   22  3.570905 0.893618 SUCCESS 145
111111100   26   14   29   27   22   17   31   25 10.297944 0.244734 SUCCESS 146
111111110   28   26   33   28   20   23   24   24  5.258292 0.729646 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   21   17   24   25   26   31   24   29  5.689241 0.681996 SUCCESS   0
000000011   26   21   19   17   32   31   22   28  9.239438 0.322502 SUCCESS   1
000000101   23   17   23   23   14   24   16   22 10.387311 0.238887 SUCCESS   2
000000111   19   20   26   20   31   20   24   33  8.789954 0.360324 SUCCESS   3
000001001   30   26   24   29   28   24   27   27  3.471608 0.901382 SUCCESS   4
000001011   23   22   28   28   13   23   17   29 10.229098 0.249313 SUCCESS   5
000001101   30   30   30   29   17   32   22   24  9.902742 0.271919 SUCCESS   6
000001111   26   26   23   24   24   20   32   32  6.029498 0.643928 SUCCESS   7
000010001   20   22   28   15   26   27   20   19  7.804928 0.452754 SUCCESS   8
000010011   28   26   27   25   26   24   28   26  1.733911 0.988111 SUCCESS   9
000010101   17   21   26   26   21   22   23   25  3.856880 0.869800 SUCCESS  10
000010111   30   23   32   24   14   20   26   26  9.485033 0.303044 SUCCESS  11
000011001   25   29   17   23   27   20   30   22  5.993751 0.647932 SUCCESS  12
000011011   21   30   32   33   24   29   28   20  9.674359 0.288629 SUCCESS  13
000011101   20   21   28   19   36   23   26   28  9.536667 0.299062 SUCCESS  14
000011111   21   22   18   27   19   22   23   32  6.763634 0.562336 SUCCESS  15
000100011   21   28   30   22   20   26   26   10 12.432167 0.132938 SUCCESS  16
000100101   28   23   30   23   20   25   36   19  9.816685 0.278129 SUCCESS  17
000100111   32   20   27   23   31   26   24   22  5.842820 0.664833 SUCCESS  18
000101001   32   26   24   28   18   26   15   28  9.248044 0.321805 SUCCESS  19
000101011   21   16   28   26   21   23   21   18  6.931777 0.544011 SUCCESS  20
000101101   22   19   24   24   28   28   28   23  3.223366 0.919568 SUCCESS  21
000101111   28   22   26   25   23   23   17   23  3.484848 0.900362 SUCCESS  22
000110011   15   30   17   18   23   19   32   20 13.710450 0.089632 SUCCESS  23
000110101   25   25   32   21   32   25   26   22  5.783904 0.671423 SUCCESS  24
000110111   28   26   27   36   20   26   20   22  8.639023 0.373656 SUCCESS  25
000111001   17   23   28   32   17   23   27   26  8.196820 0.414484 SUCCESS  26
000111011   18   21   22   28   27   28   26   24  3.968755 0.859931 SUCCESS  27
000111101   19   35   16   27   31   24   30   33 15.588486 0.048663 SUCCESS  28
000111111   24   29   23   23   19   22   23   24  2.637514 0.955010 SUCCESS  29
001000011   20   26   21   20   35   24   27   25  7.307781 0.503819 SUCCESS  30
001000101   29   19   28   22   30   26   21   24  4.859118 0.772522 SUCCESS  31
001000111   25   34   22   24   22   25   20   21  5.739551 0.676380 SUCCESS  32
001001011   24   23   30   27   29   33   32   24  8.192186 0.414926 SUCCESS  33
001001101   25   28   27   24   25   21   34   19  6.503476 0.591022 SUCCESS  34
001001111   19   24   21   18   30   22   22   24  5.288743 0.726316 SUCCESS  35
001010011   32   18   24   25   15   28   25   23  8.594670 0.377633 SUCCESS  36
001010101   18   29   30   24   20   13   22   32 12.983596 0.112415 SUCCESS  37
001010111   25   15   23   26   20   23   18   19  7.820816 0.451166 SUCCESS  38
001011011   24   24   21   30   29   27   25   31  4.877653 0.770569 SUCCESS  39
001011101   26   27   35   21   21   29   19   29  9.164635 0.328599 SUCCESS  40
001011111   27   25   24   33   20   24   25   25  4.300407 0.829054 SUCCESS  41
001100101   28   22   15   26   25   12   17   27 13.777972 0.087739 SUCCESS  42
001100111   18   30   22   25   22   25   38   20 12.239531 0.140832 SUCCESS  43
001101011   26   25   30   27   31   15   19   22  8.807165 0.358824 SUCCESS  44
001101101   20   24   21   24   26   31   30   25  4.622129 0.797094 SUCCESS  45
001101111   22   28   22   32   26   33   28   22  7.521601 0.481537 SUCCESS  46
001110101   15   29   25   24   36   29   23   26 11.452437 0.177357 SUCCESS  47
001110111   27   24   24   21   28   36   31   30 10.217182 0.250112 SUCCESS  48
001111011   20   35   19   26   27   25   27   33 10.648131 0.222444 SUCCESS  49
001111101   25   30   26   26   22   15   23   25  5.646212 0.686793 SUCCESS  50
001111111   27   26   28   26   20   31   16   18  8.442415 0.391488 SUCCESS  51
010000011   23   25   28   29   24   20   29   26  3.376945 0.908527 SUCCESS  52
010000111   18   26   18   24   33   29   26   25  7.740054 0.459266 SUCCESS  53
010001011   24   20   20   29   33   22   22   24  6.171824 0.627992 SUCCESS  54
010001111   22   38   22   26   27   25   21   24  9.232156 0.323092 SUCCESS  55
010010011   29   22   25   28   28   23   26   23  2.529611 0.960336 SUCCESS  56
010010111   19   26   25   19   24   24   27   30  4.222955 0.836468 SUCCESS  57
010011011   25   27   27   25   28   27   28   15  5.732269 0.677193 SUCCESS  58
010011111   27   22   36   22   29   20   24   22  8.443739 0.391367 SUCCESS  59
010100011   28   19   15   27   29   26   39   28 16.401398 0.036982 SUCCESS  60
010100111   29   23   31   29   26   32   25   23  6.378362 0.604929 SUCCESS  61
010101011   11   29   32   23   22   15   20   30 17.168632 0.028400 SUCCESS  62
010101111   27   24   28   20   20   27   22   18  4.747243 0.784218 SUCCESS  63
010110011   25   26   23   30   29   20   12   22 10.009321 0.264372 SUCCESS  64
010110111   21   25   20   30   28   19   23   31  6.367108 0.606183 SUCCESS  65
010111011   24   28   30   23   22   26   18   30  5.384730 0.715775 SUCCESS  66
010111111   31   25   21   23   15   22   25   21  6.924495 0.544801 SUCCESS  67
011000111   18   24   18   16   24   27   24   26  6.872860 0.550410 SUCCESS  68
011001111   20   36   24   26   20   28   29   21  9.393018 0.310233 SUCCESS  69
011010111   21   23   24   21   22   20   23   27  2.501146 0.961677 SUCCESS  70
011011111   29   21   20   29   23   21   26   21  4.273266 0.831665 SUCCESS  71
011101111   21   33   28   23   28   27   28   23  5.724987 0.678006 SUCCESS  72
011111111   23   24   24   24   21   31   10   23 11.304815 0.185019 SUCCESS  73
100000000   21   17   24   25   26   31   24   29  5.689241 0.681996 SUCCESS  74
100010000   27   19   31   18   31   24   39   24 15.994942 0.042453 SUCCESS  75
100100000   32   16   16   24   28   20   17   26 12.228277 0.141306 SUCCESS  76
100101000   32   18   24   20   30   13   28   22 12.636057 0.125000 SUCCESS  77
100110000   25   29   25   24   22   21   21   31  4.003178 0.856837 SUCCESS  78
100111000   28   23   29   25   22   30   24   28  3.674174 0.885260 SUCCESS  79
101000000   19   22   25   18   29   30   24   30  6.790775 0.559366 SUCCESS  80
101000100   31   21   27   22   22   25   21   21  4.103799 0.847639 SUCCESS  81
101001000   23   25   26   25   23   24   23   29  1.291709 0.995650 SUCCESS  82
101001100   40   17   26   22   21   11   27   24 21.372204 0.006222 FAILURE  83
101010000   23   19   19   28   24   30   23   20  5.340377 0.720653 SUCCESS  84
101010100   27   23   21   26   29   23   22   25  2.206565 0.974015 SUCCESS  85
101011000   15   31   22   19   22   23   21   24  7.889661 0.444322 SUCCESS  86
101011100   14   17   30   22   19   21   33   25 13.347023 0.100454 SUCCESS  87
101100000   22   25   19   30   18   24   25   19  5.814355 0.668018 SUCCESS  88
101100100   27   28   26   25   31   25   24   26  2.937391 0.938225 SUCCESS  89
101101000   20   28   22   32   26   26   21   24  4.774384 0.781396 SUCCESS  90
101101100   19   27   25   20   24   23   18   22  4.424197 0.816968 SUCCESS  91
101110000   31   20   21   20   22   28   24   21  5.264250 0.728995 SUCCESS  92
101110100   27   25   31   21   20   30   26   17  7.214442 0.513683 SUCCESS  93
101111000   23   27   22   30   27   16   25   28  5.782580 0.671571 SUCCESS  94
101111100   27   37   29   32   22   31   30   21 14.268499 0.075030 SUCCESS  95
110000000   24   19   23   28   21   27   18   35  9.146099 0.330122 SUCCESS  96
110000010   18   27   27   31   18   20   18   27  8.729714 0.365608 SUCCESS  97
110000100   17   18   25   22   22   29   29   16  9.338735 0.314531 SUCCESS  98
110001000   26   24   33   18   37   24   41   18 25.130263 0.001477 FAILURE  99
110001010   24   27   21   26   17   24   26   26  3.434537 0.904210 SUCCESS 100
110010000   27   19   24   27   28   24   27   25  2.673261 0.953162 SUCCESS 101
110010010   25   23   21   23   31   30   21   26  4.444057 0.815004 SUCCESS 102
110010100   31   18   26   22   23   20   21   23  5.407899 0.713221 SUCCESS 103
110011000   22   33   23   26   22   14   24   26  8.509936 0.385306 SUCCESS 104
110011010   29   28   19   22   30   16   20   24  8.069058 0.426754 SUCCESS 105
110100000   21   22   37   19   27   20   26   24  9.917306 0.270878 SUCCESS 106
110100010   27   23   23   32   18   28   28   26  5.842820 0.664833 SUCCESS 107
110100100   21   20   19   28   21   30   25   28  5.476745 0.705615 SUCCESS 108
110101000   26   25   20   28   26   26   22   23  2.037098 0.979853 SUCCESS 109
110101010   20   23   23   25   31   25   20   23  3.764865 0.877691 SUCCESS 110
110101100   27   26   27   36   28   20   14   29 13.231838 0.104118 SUCCESS 111
110110000   23   26   29   30   17   27   25   22  5.282785 0.726968 SUCCESS 112
110110010   25   25   27   18   23   28   20   24  3.510665 0.898360 SUCCESS 113
110110100   25   22   26   29   26   27   25   21  2.164860 0.975536 SUCCESS 114
110111000   32   23   16   25   22   34   31   20 12.350081 0.136254 SUCCESS 115
110111010   27   20   31   22   26   24   23   26  3.503383 0.898927 SUCCESS 116
110111100   20   26   21   26   34   24   22   35 10.444241 0.235219 SUCCESS 117
111000000   22   29   22   25   20   18   22   29  5.094783 0.747399 SUCCESS 118
111000010   19   19   27   27   27   30   25   22  4.918034 0.766300 SUCCESS 119
111000100   28   25   31   12   27   30   40   21 21.341753 0.006293 FAILURE 120
111000110   34   27   20   21   22   28   25   19  7.544770 0.479151 SUCCESS 121
111001000   22   27   19   27   28   24   20   24  3.434537 0.904210 SUCCESS 122
111001010   22   20   33   22   27   20   24   21  6.044062 0.642296 SUCCESS 123
111001100   24   29   22   27   20   21   20   27  3.849599 0.870432 SUCCESS 124
111010000   20   20   35   21   28   27   31   28 10.122519 0.256532 SUCCESS 125
111010010   21   16   22   23   18   25   29   25  6.466405 0.595136 SUCCESS 126
111010100   24   24   25   23   26   23   26   20  1.231469 0.996321 SUCCESS 127
111010110   23   22   21   26   27   18   17   30  6.594167 0.580983 SUCCESS 128
111011000   18   29   27   34   28   32   29   31 12.565225 0.127710 SUCCESS 129
111011010   22   26   21   30   24   22   24   22  2.671937 0.953231 SUCCESS 130
111011100   21   22   19   18   23   30   20   27  6.220810 0.622513 SUCCESS 131
111100000   17   23   19   29   25   12   17   26 13.489349 0.096085 SUCCESS 132
111100010   27   27   24   20   23   28   33   19  6.401531 0.602349 SUCCESS 133
111100100   19   25   17   20   32   32   23   28  9.917306 0.270878 SUCCESS 134
111100110   23   32   19   18   27   22   17   25  8.364963 0.398655 SUCCESS 135
111101000   16   19   29   28   24   28   27   32  8.960745 0.345618 SUCCESS 136
111101010   36   34   25   26   22   21   25   20 11.300181 0.185264 SUCCESS 137
111101100   16   27   27   30   24   29   35   27 10.843415 0.210730 SUCCESS 138
111101110   20   31   14   21   32   28   24   18 12.475195 0.131228 SUCCESS 139
111110000   20   24   26   25   21   19   19   19  5.143769 0.742105 SUCCESS 140
111110010   26   21   32   23   21   34   23   23  7.689744 0.464348 SUCCESS 141
111110100   22   23   28   24   21   23   26   27  1.850420 0.985259 SUCCESS 142
111110110   23   23   25   33   20   22   29   21  5.765368 0.673495 SUCCESS 143
111111000   27   18   25   24   22   23   21   19  4.093869 0.848556 SUCCESS 144
111111010   28   30   28   23   17   19   26   26  6.282374 0.615634 SUCCESS 145
111111100   29   23   26   23   24   24   15   21  5.416505 0.712272 SUCCESS 146
111111110   23   24   24   24   21   30   10   23 10.787809 0.214015 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   22   19   25   16   21   29   24   23  5.958004 0.651936 SUCCESS   0
000000011   23   18   19   28   25   20   15   24  8.185566 0.415557 SUCCESS   1
000000101   33   24   30   13   23   28   22   24 10.857979 0.209877 SUCCESS   2
000000111   23   20   27   24   23   23   15   27  5.390688 0.715118 SUCCESS   3
000001001   21   28   32   24   25   22   20   31  6.418742 0.600434 SUCCESS   4
000001011   24   24   27   16   16   34   21   25 10.687188 0.220061 SUCCESS   5
000001101   22   19   14   27   25   21   27   13 12.642014 0.124775 SUCCESS   6
000001111   25   25   28   17   19   24   25   21  4.645298 0.794727 SUCCESS   7
000010001   28   31   18   28   22   39   26   24 14.071891 0.079911 SUCCESS   8
000010011   20   30   43   23   18   18   19   29 22.492274 0.004081 FAILURE   9
